"County","PriceAverage","Ns"
"Washington, Oregon",211.817989452316,372
"Washington, Pennsylvania",300.376372767553,13
"Washington, Rhode Island",309.586256188889,15
"Washington, Tennessee",314.765484342279,22
"Washington, Utah",259.602568110217,11
"Washington, Vermont",302.659635546998,6
"Washington, Virginia",275.84552758823,5
"Washington, Wisconsin",289.007729299444,166
"Washita, Oklahoma",192.721683443668,2
"Washoe, Nevada",169.057408736304,9
"Washtenaw, Michigan",287.731585118664,101
"Watauga, North Carolina",366.685820378505,15
"Waukesha, Wisconsin",290.124623954981,189
"Waupaca, Wisconsin",445,3
"Waushara, Wisconsin",356.927927948902,1
"Wayne, Georgia",159.11442305897,2
"Wayne, Indiana",314.649414866836,6
"Wayne, Iowa",127.084175840305,1
"Wayne, Michigan",267.657784896985,330
"Wayne, Mississippi",120,1
"Wayne, Missouri",162.602891673923,1
"Wayne, Nebraska",345.63132782555,2
"Wayne, New York",400,1
"Wayne, North Carolina",274.86813697417,9
"Wayne, Ohio",278.370109683047,8
"Wayne, Pennsylvania",274.795661266366,5
"Wayne, West Virginia",275.867949338307,18
"Weakley, Tennessee",247.882282870305,1
"Webb, Texas",272.551088816851,11
"Weber, Utah",241.206672080366,17
"Webster, Iowa",280.424855156585,5
"Webster, Kentucky",160.843190455811,1
"Webster, Louisiana",185.408199120504,3
"Weiscarger, Florida",225,1
"Weld, Colorado",189.443530851921,20
"Wells, Indiana",233.579297840204,1
"Wells, Texas",311.174058482396,4
"Westchester, New York",324.604088549045,111
"Westmoreland, Pennsylvania",269.555114249016,33
"Wetzel, West Virginia",222.441329211172,1
"Wexford, Michigan",165.312247631027,2
"Wharton, Texas",286.801338038044,2
"Whatcom, Washington",235.809865132514,60
"Wheeler, Georgia",100,1
"White, Arkansas",195.520606068241,3
"White, Georgia",318.22884611794,1
"White, Indiana",109.003672325428,1
"Whiteside, Illinois",346.359995397732,8
"White, Tennessee",170.57834414724,1
"Whitfield, Georgia",173.579370609786,1
"Whitley, Indiana",155.719531893469,1
"Whitley, Kentucky",168.885349978602,2
"Whitman, Washington",236.226870409221,11
"Wicomico, Maryland",270.463899278474,11
"Wight, Virginia",206.835151618935,3
"Wilcox, Alabama",167.633301384907,3
"Wilcox, Georgia",186.789685304893,3
"Wilkes, Georgia",350,1
"Wilkes, North Carolina",154.253589775799,5
"Wilkin, Minnesota",485,1
"Williamsburg, Virginia",191.304035937107,7
"Williams, North Dakota",259.208449629204,6
"Williamson, Tennessee",316.973051363716,28
"Williamson, Texas",282.306673752794,308
"William, Virginia",280.946365460402,34
"Will, Illinois",319.272610589247,96
"Willow, Nebraska",400,1
"Wilson, North Carolina",137.726419442677,1
"Wilson, Tennessee",309.207574148818,8
"Wilson, Texas",100,1
"Windham, Connecticut",355,4
"Windham, Vermont",300.714285714286,7
"Windsor, Vermont",405.88962556303,2
"Wing, Minnesota",265.257092163406,7
"Winnebago, Illinois",251.907359500552,53
"Winnebago, Iowa",115.531068945732,1
"Winnebago, Wisconsin",293.809610220597,19
"Winneshiek, Iowa",412.374758594309,3
"Winona, Minnesota",344.379247368252,10
"Winston, Alabama",181.299968051574,3
"Winston, Mississippi",273.622289034331,1
"Wirt, West Virginia",276.647109737057,2
"&, Wisconsin",744.314339814826,1
"Wise, Texas",262.8587935139,124
"Wise, Virginia",340.062038853711,3
"Woodbury, Iowa",352.725957054027,20
"Woodford, Illinois",336.666666666667,3
"Woodford, Kentucky",223.895460303874,3
"Wood, Ohio",224.037124546023,15
"Woods, Minnesota",129.029743086358,1
"Woods, Oklahoma",274.623517864081,3
"Wood, Texas",327.044350894377,2
"Wood, West Virginia",316.881284178517,6
"Wood, Wisconsin",322.981981987226,4
"Worcester, Maryland",265.807069136653,13
"Worcester, Massachusetts",294.748879016964,175
"Worth, Georgia",144.649475508155,1
"Wright, Minnesota",284.87413890649,7
"Wyandot, Ohio",205.96897150712,2
"Wyandotte, Kansas",266.097987170565,36
"Wythe, Virginia",142.454000228324,4
"Yadkin, North Carolina",268.863209721339,2
"Yakima, Washington",226.892141103728,34
"Yalobusha, Mississippi",169.767186075108,1
"Yamhill, Oregon",210.399049343964,10
"Yankton, South Dakota",300,1
"Yavapai, Arizona",240.845579154922,35
"Yazoo, Mississippi",322.557653542706,1
"Yell, Arkansas",186.937090922833,1
"Yellowstone, Montana",242.409122725556,59
"Yolo, California",198.348162082389,170
"York, Maine",268.055606250956,36
"York, Nebraska",200,1
"York, New York",335.796818358291,458
"York, Pennsylvania",239.267965249419,43
"York, South Carolina",282.410927915091,23
"York, Virginia",291.956121561526,6
"Young, Texas",180,1
"Yuba, California",220.236095966653,10
"Yuma, Arizona",284.877806471939,16
"Zandt, Texas",309.94213501033,2
" Alachua, Florida",303.571887018695,15
" Baker, Florida",72.1686226409262,2
" Bay, Florida",286.57068458716,23
" Bradford, Florida",350,1
" Brevard, Florida",274.335432007802,44
" Broward, Florida",279.012692068353,41
" Charlotte, Florida",233.865544664573,10
" Citrus, Florida",257.549057744704,12
" Clay, Florida",231.406108114126,16
" Collier, Florida",108.247403085994,4
" Columbia, Florida",152.385853630045,3
" Dixie, Florida",80,1
" Duval, Florida",268.218054969725,29
" Escambia, Florida",282.919243673333,39
" Flagler, Florida",279.110427442048,10
" Gadsden, Florida",378.203156082831,1
" Gulf, Florida",120,2
" Hendry, Florida",300,2
" Indian, Florida",320,2
" Indian River, Florida",320,2
" Jackson, Florida",201.281262433132,3
" Jackson, Mississippi",293.975483867526,6
" Jasper, Texas",237.348116964792,2
" Lake, Florida",219.738676176063,16
" Lee, Florida",268.227114012706,13
" Lee Mayor: Eric Weiscarger, Florida",225,1
" Liberty, Florida",100,1
" Madison, Florida",120,1
" Manatee, Florida",346.808948839882,5
" Marion, Florida",325,2
" Martin, Florida",295.124398481939,9
" Miami-Dade, Florida",267.813991236306,24
" Monroe, Florida",213.033859347139,2
" Nassau, Florida",196.509555173042,3
" Okaloosa, Florida",297.657930513047,27
" Okeechobee, Florida",285.109382992728,7
" Orange, Florida",223.214726916175,28
" Osceola, Florida",247.822816524121,30
" Palm Beach, Florida",258.527056835516,25
" Palm, Florida",258.527056835516,25
" Pinellas, Florida",264.699582595218,31
" Putnam, Florida",428.630243560542,1
" Santa, Florida",283.066184321817,8
" Santa Rosa, Florida",283.066184321817,8
" Sarasota, Florida",219.301414023117,12
" Seminole, Florida",234.835990709105,38
" St., Florida",255.537546597402,12
" St. Johns, Florida",260,1
" St. Lucie, Florida",255.131869015348,11
" Sumter, Florida",100,1
" Suwannee, Florida",180.242554583366,3
" Taylor, Florida",330,1
" Union, Illinois",264.139532800329,2
" Volusia, Florida",319.640731642967,13
" Walton, Florida",350.704919792952,7
" Washington, Florida",215.44401715128,2
